iter	Logloss
322	0.4103979402
323	0.4102429859
324	0.4100315989
325	0.4098840461
326	0.4097798368
327	0.4095798705
328	0.4094713316
329	0.4093226984
330	0.4089958685
331	0.4088740922
332	0.4087164316
333	0.4085100869
334	0.4082484195
335	0.4080692991
336	0.4078799509
337	0.4078087865
338	0.4076753931
339	0.4076115014
340	0.4073183591
341	0.407147396
342	0.4068772348
343	0.4067173958
344	0.4064789969
345	0.4062804346
346	0.4059774133
347	0.4058165643
348	0.4056100352
349	0.4054961793
350	0.4053172714
351	0.4052510214
352	0.4051919343
353	0.405027757
354	0.4048744554
355	0.4046874403
356	0.4045573528
357	0.4042382966
358	0.4040908103
359	0.4039659833
360	0.4038276258
361	0.4036592818
362	0.4035929558
363	0.4033764424
364	0.4029316115
365	0.4027289666
366	0.402578013
367	0.4024588138
368	0.4023404502
369	0.4021663589
370	0.4019881764
371	0.4017336215
372	0.4015140357
373	0.4013948184
374	0.4013187949
375	0.4012032343
376	0.401057763
377	0.4009683153
378	0.400801698
379	0.4006672132
380	0.4005425594
381	0.4002775815
382	0.4000895701
383	0.3999153413
384	0.3998214376
385	0.3996152426
386	0.3994960353
387	0.3994235123
388	0.3992471617
389	0.3990248337
390	0.3988390567
391	0.3986786923
392	0.3985802047
393	0.3984836178
394	0.3984067528
395	0.3983464642
396	0.3981603984
397	0.397898782
398	0.3976443751
399	0.3975552918
400	0.3974283094
401	0.397289918
402	0.3970674502
403	0.3969861633
404	0.3968209506
405	0.3966022184
406	0.3964935899
407	0.3963338431
408	0.3962325936
409	0.3959938628
