iter	Passed	Remaining
235	5879	31487
236	5904	31463
237	5929	31443
238	5956	31425
239	5980	31396
240	6000	31346
241	6027	31332
242	6050	31300
243	6077	31286
244	6101	31256
245	6128	31238
246	6153	31217
247	6178	31193
248	6202	31159
249	6229	31148
250	6255	31127
251	6283	31118
252	6307	31088
253	6334	31071
254	6360	31054
255	6389	31051
256	6415	31028
257	6437	30992
258	6460	30954
259	6482	30915
260	6506	30888
261	6529	30853
262	6552	30821
263	6580	30810
264	6601	30766
265	6622	30724
266	6647	30697
267	6675	30687
268	6698	30655
269	6722	30624
270	6747	30599
271	6774	30585
272	6800	30562
273	6825	30539
274	6850	30515
275	6876	30495
276	6901	30473
277	6928	30457
278	6954	30435
279	6981	30420
280	7005	30389
281	7029	30362
282	7052	30328
283	7078	30307
284	7106	30295
285	7128	30258
286	7155	30242
287	7177	30205
288	7199	30169
289	7223	30140
290	7246	30108
291	7270	30076
292	7291	30036
293	7320	30027
294	7347	30010
295	7371	29983
296	7397	29962
297	7424	29948
298	7450	29927
299	7473	29893
300	7500	29876
301	7521	29838
302	7543	29799
303	7570	29782
304	7592	29749
305	7617	29721
306	7640	29691
307	7667	29675
308	7694	29658
309	7720	29635
310	7745	29611
311	7770	29587
312	7796	29568
313	7821	29544
314	7851	29535
315	7874	29504
316	7897	29472
317	7918	29433
318	7941	29402
319	7965	29374
320	7986	29335
321	8009	29301
322	8034	29276
323	8056	29240
324	8079	29210
325	8099	29169
326	8122	29136
327	8149	29117
328	8170	29079
329	8191	29043
330	8218	29026
331	8244	29004
332	8267	28972
333	8287	28933
334	8314	28914
335	8337	28885
336	8360	28852
337	8384	28825
338	8410	28805
339	8432	28769
340	8455	28739
341	8478	28707
342	8503	28684
343	8523	28643
344	8548	28619
345	8574	28597
346	8598	28570
347	8622	28542
348	8646	28516
349	8675	28506
350	8696	28468
351	8719	28437
352	8743	28409
353	8768	28385
354	8792	28359
355	8816	28332
356	8839	28301
357	8863	28273
358	8886	28242
359	8912	28222
360	8937	28199
361	8962	28174
362	8983	28137
363	9007	28112
364	9032	28088
365	9057	28063
366	9082	28040
367	9106	28011
368	9127	27977
369	9153	27954
370	9177	27927
371	9200	27898
372	9224	27870
373	9251	27854
374	9276	27829
375	9300	27801
376	9322	27768
377	9345	27741
378	9370	27715
379	9392	27683
380	9416	27655
381	9438	27623
382	9458	27584
383	9480	27553
384	9503	27522
385	9525	27490
386	9546	27455
387	9571	27432
388	9597	27410
389	9618	27377
390	9639	27341
391	9664	27316
392	9685	27282
393	9707	27251
394	9733	27230
395	9758	27206
396	9780	27172
397	9803	27145
398	9824	27109
399	9847	27080
400	9868	27046
401	9891	27017
402	9912	26981
403	9939	26965
404	9964	26942
405	9990	26920
406	10010	26882
407	10030	26847
408	10053	26817
409	10074	26782
410	10099	26758
411	10121	26728
412	10143	26696
413	10164	26663
414	10186	26631
415	10211	26609
416	10233	26577
417	10256	26547
418	10283	26530
419	10304	26496
420	10326	26465
421	10351	26444
422	10375	26416
423	10403	26400
424	10428	26378
425	10453	26353
426	10477	26329
427	10498	26296
428	10521	26267
429	10542	26232
430	10564	26203
431	10589	26179
432	10616	26161
433	10636	26126
434	10660	26098
435	10685	26076
436	10709	26050
437	10732	26021
438	10759	26003
439	10784	25980
440	10805	25947
441	10827	25916
442	10849	25888
443	10870	25853
444	10895	25832
445	10920	25808
446	10943	25779
447	10964	25748
448	10986	25717
449	11011	25692
