iter	Logloss
0	0.6818425258
1	0.6711299472
2	0.6613376262
3	0.6517222347
4	0.6434089371
5	0.6357058828
6	0.6275973211
7	0.6202959882
8	0.6135284028
9	0.6068107718
10	0.6001426638
11	0.5941226665
12	0.5887235206
13	0.5836442969
14	0.578439406
15	0.5731098301
16	0.5687281553
17	0.5640535965
18	0.5595435429
19	0.5554698026
20	0.5519954866
21	0.5480573017
22	0.5451982624
23	0.5422069822
24	0.5392817756
25	0.5363148128
26	0.533518225
27	0.5308942247
28	0.5283893685
29	0.5264855332
30	0.524088562
31	0.5219871314
32	0.5200387277
33	0.5180758339
34	0.5159477284
35	0.5138897198
36	0.5119009749
37	0.5100829687
38	0.5084317462
39	0.5069002524
40	0.505063756
41	0.5034741457
42	0.5020007335
43	0.5006234812
44	0.4993968991
45	0.4982126347
46	0.4971767104
47	0.4957769378
48	0.4945421129
49	0.4934469087
50	0.4923108076
51	0.4909556738
52	0.4898560094
53	0.4888829761
54	0.4878487129
55	0.4868031049
56	0.4857964012
57	0.4849276261
58	0.4839200584
59	0.4828837671
60	0.4820564096
61	0.4811033707
62	0.4801765303
63	0.4793706681
64	0.4787117876
65	0.4780199904
66	0.4772904438
67	0.476484695
68	0.4756882512
69	0.4751233891
70	0.4741941953
71	0.4732891831
72	0.47249751
73	0.4719251337
74	0.4712059846
75	0.4705642056
76	0.4699240097
77	0.4692745349
78	0.4686500752
79	0.4680877146
80	0.4675619008
81	0.4668657167
82	0.4662973871
83	0.4657478413
84	0.4653261735
85	0.4648192595
86	0.4643681487
87	0.4639576936
88	0.4634877678
89	0.4630912859
90	0.4626177764
91	0.4622406228
92	0.4618346804
93	0.4612574596
94	0.4607823693
95	0.4602316046
96	0.4597453244
97	0.4593523595
98	0.4590056665
99	0.4586807973
100	0.4583371981
101	0.4579375325
102	0.4574975076
103	0.4572571704
104	0.4568877199
105	0.4564836337
106	0.4560929913
107	0.4558248951
108	0.4554419748
109	0.4551258153
110	0.4547733967
111	0.4544607398
112	0.454081898
113	0.453763054
114	0.4534461266
115	0.4531195215
116	0.4528234236
117	0.4525324426
118	0.4521145764
119	0.4517387432
120	0.4514329624
121	0.4511100533
122	0.4507450344
123	0.4505141207
124	0.4502100394
125	0.4499488526
126	0.4496667996
127	0.4493690964
128	0.4491385471
129	0.448885501
130	0.4485737938
131	0.448253485
132	0.4478975989
133	0.4475546471
134	0.4473118675
135	0.4469875901
136	0.4467908716
137	0.4464601443
138	0.4462189781
139	0.4459872676
140	0.4457332934
141	0.4454610609
142	0.4451961417
143	0.4449905681
144	0.4447755572
145	0.4445029459
146	0.444173688
147	0.443900581
148	0.4436646743
149	0.4434424219
150	0.4431981042
151	0.4429566394
152	0.4426832578
153	0.4424255614
154	0.4421568982
155	0.441822282
156	0.4415134283
157	0.441293276
158	0.4411005815
