iter	Logloss
0	0.6818469676
1	0.6709270067
2	0.6618881934
3	0.6537806644
4	0.6451182449
5	0.6367222251
6	0.6292979502
7	0.6216704687
8	0.61460232
9	0.6082875773
10	0.6016807001
11	0.5965073867
12	0.5911637972
13	0.5861933321
14	0.5809698566
15	0.5760874006
16	0.571122574
17	0.5666755409
18	0.56323711
19	0.5591950925
20	0.5558388894
21	0.5525349469
22	0.5488542013
23	0.5459379262
24	0.5426463973
25	0.5397712788
26	0.5371358691
27	0.5342361335
28	0.5317517475
29	0.5289597687
30	0.5268812304
31	0.5246620801
32	0.5225731533
33	0.5206173354
34	0.5186534865
35	0.5167153385
36	0.5147745109
37	0.5128538373
38	0.5110611051
39	0.509662418
40	0.5081603173
41	0.5065325963
42	0.5050318046
43	0.5037678238
44	0.502176001
45	0.5007503106
46	0.4996874468
47	0.4982707046
48	0.4968736567
49	0.4959055942
50	0.4948729823
51	0.4937951747
52	0.4926747024
53	0.4916321326
54	0.4904152729
55	0.4894182343
56	0.4882783807
57	0.48718492
58	0.4860633984
59	0.4851792602
60	0.4843747623
61	0.4835870237
62	0.4826740816
63	0.4818366693
64	0.4811462896
65	0.4802999446
66	0.4794970713
67	0.478700718
68	0.477940609
69	0.4772280696
70	0.4766341087
71	0.4760429664
72	0.475411326
73	0.4747869844
74	0.4741782871
75	0.4734236788
76	0.4728017638
77	0.4722885662
78	0.4717010178
79	0.4711470747
80	0.4705236759
81	0.4699793051
82	0.4694497775
83	0.4689503294
84	0.4683652524
85	0.4680327983
86	0.4674514864
87	0.466955766
88	0.4664481001
89	0.4659497067
90	0.4655774947
91	0.4651452438
92	0.4646749303
93	0.4642414547
94	0.4638286875
95	0.4633283183
96	0.4629177478
97	0.4624806231
98	0.4622090695
99	0.4618238548
100	0.4613161921
101	0.4609062486
102	0.4604608984
103	0.4600516855
104	0.4597042598
105	0.4593810483
106	0.4589166321
107	0.4585372767
108	0.4582544568
109	0.457881111
110	0.4575516896
111	0.4572221805
112	0.4569843914
113	0.456652739
114	0.4563039066
115	0.4559093286
116	0.4555924147
117	0.4552219166
118	0.4548972786
119	0.4545959051
120	0.4542342474
121	0.4538198479
122	0.4534609138
123	0.4530660117
124	0.4527653258
125	0.4523858142
126	0.4520744749
127	0.4517437007
128	0.4514532485
129	0.4511990629
130	0.4508242679
131	0.4506080216
132	0.4502979487
133	0.450026445
134	0.4498510218
