iter	Logloss
264	0.4216424612
265	0.4215532284
266	0.4214323669
267	0.4212457646
268	0.4210892364
269	0.4208517729
270	0.4207269293
271	0.4205048962
272	0.4203199446
273	0.4201880963
274	0.4199722181
275	0.4197816799
276	0.4196606808
277	0.4194768338
278	0.4193345325
279	0.4190812124
280	0.4188315016
281	0.4184940049
282	0.4182876286
283	0.4180680777
284	0.4178802453
285	0.417697063
286	0.4174883874
287	0.4172805172
288	0.4171026482
289	0.4169406452
290	0.4167440315
291	0.4166022276
292	0.4163430325
293	0.4162108526
294	0.4159880402
295	0.4157692666
296	0.4153918829
297	0.4152939737
298	0.4150351169
299	0.4149065003
300	0.4147872306
301	0.4145584632
302	0.4143970939
303	0.4141998265
304	0.413984375
305	0.413876479
306	0.4137995197
307	0.4136187892
308	0.4133758247
309	0.41304418
310	0.4128655428
311	0.4126892833
312	0.4124709088
313	0.4122933646
314	0.4120701855
315	0.4119696403
316	0.4117224955
317	0.4114757308
318	0.4112268215
319	0.4111059604
320	0.4108342694
321	0.4106875184
322	0.4105008937
323	0.4103764866
324	0.4102584864
325	0.4100253594
326	0.4098730477
327	0.409673673
328	0.4094465032
329	0.4091675144
330	0.4090060945
331	0.4088305261
332	0.4086583234
333	0.4083954569
334	0.4080899538
335	0.4078738314
336	0.4075585831
337	0.4073875861
338	0.4071991939
339	0.4070670884
340	0.4069023926
341	0.4067159572
342	0.4066477489
343	0.4063490471
344	0.4060862135
345	0.4058820905
346	0.40557842
347	0.4054534128
348	0.4052735204
349	0.4050389267
350	0.4048449104
351	0.4047054229
352	0.4045511927
353	0.4043871625
354	0.4041649045
355	0.4038861348
356	0.4035804066
357	0.4033517144
358	0.4032104266
359	0.403108126
