iter	Logloss
0	0.6821292475
1	0.6707761628
2	0.6599177755
3	0.6511609374
4	0.6417802254
5	0.6332980047
6	0.6250427789
7	0.618146638
8	0.6114091906
9	0.6045283012
10	0.5986358995
11	0.5924712166
12	0.5866865536
13	0.5816111154
14	0.5766746126
15	0.5713004507
16	0.5667697088
17	0.562993065
18	0.5588686084
19	0.5547669595
20	0.5514390729
21	0.5481784471
22	0.5447860374
23	0.5414900101
24	0.5384824949
25	0.5358090546
26	0.5326796084
27	0.5301760507
28	0.5274186544
29	0.5251044925
30	0.5227573963
31	0.5204032252
32	0.5184306718
33	0.5165420917
34	0.5145882898
35	0.5126346556
36	0.5103816213
37	0.5087935106
38	0.5070197405
39	0.5053084174
40	0.5037597296
41	0.5025332573
42	0.5010101242
43	0.4998683829
44	0.4986213347
45	0.4971523804
46	0.4958036092
47	0.4945179013
48	0.4933468817
49	0.4922687256
50	0.4910292656
51	0.489935804
52	0.4887068609
53	0.4876112112
54	0.4865113986
55	0.4854217098
56	0.4842307195
57	0.4833574802
58	0.4824437852
59	0.4817209909
60	0.4808658997
61	0.4801363329
62	0.4792743359
63	0.478598933
64	0.4777733866
65	0.4769411677
66	0.4762403175
67	0.4754752129
68	0.47480849
69	0.4739946057
70	0.4733980406
71	0.4727338725
72	0.4719158292
73	0.4713916144
74	0.4708104053
75	0.4703993712
76	0.4698083039
77	0.4691808488
78	0.4685049657
79	0.4679238508
80	0.46728187
81	0.4667615287
82	0.4661975712
83	0.465606105
84	0.4650289124
85	0.4644098904
86	0.4638579314
87	0.4633574034
88	0.4628646597
89	0.4624241864
90	0.4618903831
91	0.4614174057
92	0.4609956692
93	0.4606178124
94	0.4602740144
95	0.4597905031
96	0.4593354805
97	0.4588230597
98	0.4584431393
99	0.4580715516
100	0.4577381465
101	0.4572676477
102	0.4568994909
103	0.4566063402
104	0.4562417797
105	0.4559241338
106	0.4555981572
107	0.4552976259
108	0.4549158843
109	0.4544572936
110	0.4541789912
111	0.4538218022
112	0.4535478837
113	0.4532231533
114	0.4528913047
115	0.4526239001
116	0.4522309515
117	0.4518864335
118	0.4515348475
119	0.4511977209
120	0.4508268879
121	0.4505310292
122	0.4502112288
123	0.4498499337
124	0.4494809533
125	0.4492213215
126	0.4489472178
127	0.448659177
128	0.4483454147
129	0.4480591819
130	0.4477258304
131	0.4474847252
132	0.447171975
133	0.4469508008
134	0.4467019439
135	0.4464170155
136	0.446144756
137	0.4458795216
138	0.4456613279
139	0.4452960554
140	0.4450050539
141	0.4447902061
142	0.444574306
143	0.4444297804
144	0.4442037418
145	0.4439811992
146	0.4436812135
147	0.4434834596
148	0.4433028611
149	0.4430112579
150	0.4427898368
151	0.4426284501
152	0.4423868897
153	0.4421196503
154	0.4419084607
155	0.4416975382
156	0.4415244839
157	0.4413476859
158	0.4410837684
159	0.4408123375
160	0.4405497372
161	0.4402833257
162	0.4400703287
163	0.4398204497
164	0.4396940341
165	0.4395219084
166	0.4393458828
167	0.4391821511
168	0.4389453089
169	0.4386620219
170	0.4384731246
171	0.4382714926
172	0.4380491865
173	0.4378373251
174	0.4376721629
175	0.4374443751
176	0.4372428935
177	0.4370511504
178	0.4369061743
179	0.4367273886
180	0.4365385665
181	0.4363389011
182	0.4361885402
183	0.4360136223
184	0.4358215239
185	0.4356546573
186	0.4354552104
187	0.4353013832
188	0.4350910508
189	0.4349178212
190	0.4346949508
191	0.4345737001
192	0.4343901579
193	0.4341642204
194	0.4340335273
195	0.4338705269
196	0.4336023988
197	0.4334775238
198	0.4332899985
199	0.433104868
200	0.432888701
201	0.4326491716
202	0.432466674
203	0.4322598068
204	0.4320863692
205	0.4320016731
206	0.4317717101
207	0.4316191491
208	0.4314275529
209	0.431254006
210	0.4311346319
211	0.4309727874
212	0.4308153939
213	0.430498584
214	0.4303311992
215	0.4300562615
216	0.4298839949
217	0.4297507061
218	0.4295956573
219	0.4295174452
220	0.429366631
221	0.4292400813
222	0.4290065278
223	0.4288328608
224	0.4286277699
225	0.4284571306
226	0.4282048763
227	0.4280949092
228	0.4278806212
229	0.4276552424
230	0.4275145421
231	0.4273680395
232	0.4272079362
233	0.4270033513
234	0.4268239844
235	0.4265720749
236	0.426384049
237	0.4262005577
238	0.4260753436
239	0.4259273228
240	0.4257701259
241	0.4256027732
242	0.4254802929
243	0.4253193186
244	0.4251559153
245	0.4249571658
246	0.4247567213
247	0.4246162309
248	0.4244565753
249	0.4242349099
250	0.4240658965
251	0.4239175647
252	0.4238293511
253	0.4236927061
254	0.4234477146
255	0.4231857271
256	0.4229995266
257	0.4228563531
258	0.4227448771
259	0.4226395507
260	0.4224259291
261	0.42223656
262	0.4220682239
263	0.4218932443
